Predictor,Resolution,Type,lag_days,OR,OR_lo,OR_hi
Soil Moisture,Daily,Cumulative,4,1.40103366412789,0.772479918691365,2.54103088057602
Soil Moisture,Daily,Cumulative,5,1.50521855125284,0.761382521674171,2.97574848717803
Soil Moisture,Daily,Cumulative,6,1.61839421815929,0.757435274520839,3.45798503644862
Soil Moisture,Daily,Cumulative,7,1.74067846507364,0.759235648240049,3.99080512854572
Soil Moisture,Daily,Cumulative,8,1.87191998491465,0.765432276608336,4.57791569157444
Soil Moisture,Daily,Cumulative,9,2.01161461347386,0.774673963561247,5.22360830940933
Soil Moisture,Daily,Cumulative,10,2.15881106831505,0.785587619413211,5.93245758144797
Soil Moisture,Daily,Cumulative,11,2.31200998937803,0.796785746012454,6.70869203890132
Soil Moisture,Daily,Cumulative,12,2.46906282990198,0.806900636266018,7.55516972475624
Soil Moisture,Daily,Cumulative,13,2.6270804797464,0.814637640088979,8.47192850837431
Soil Moisture,Daily,Cumulative,14,2.78236521903035,0.818835358729888,9.4543501688519
Soil Moisture,Daily,Cumulative,15,2.93045233934735,0.818539660506189,10.4913070527038
Soil Moisture,Daily,Cumulative,16,3.06644852756416,0.813106491879483,11.5644219620793
Soil Moisture,Daily,Cumulative,17,3.18528738321118,0.802187940199708,12.6479783666636
Soil Moisture,Daily,Cumulative,18,3.28197779422216,0.785676991569131,13.7096775867842
Soil Moisture,Daily,Cumulative,19,3.3518887262865,0.763647836315958,14.7124859118412
Soil Moisture,Daily,Cumulative,20,3.39104896982529,0.736301568129268,15.6175317471744
Soil Moisture,Daily,Cumulative,21,3.39643521065085,0.703924696264466,16.3877929008118
Soil Moisture,Daily,Cumulative,22,3.36621938112144,0.666864912076205,16.9920964750695
Soil Moisture,Daily,Cumulative,23,3.29994744934415,0.625525691529476,17.4088024135453
Soil Moisture,Daily,Cumulative,24,3.19862693015642,0.580378653651816,17.6285157525105
Soil Moisture,Daily,Cumulative,25,3.06470909812666,0.531989857516248,17.6553024901484
Soil Moisture,Daily,Cumulative,26,2.90196311126708,0.481053114298257,17.5061539959881
Soil Moisture,Daily,Cumulative,27,2.71525143378022,0.428419988183532,17.2087917277268
Soil Moisture,Daily,Cumulative,28,2.5102272303105,0.375113270706753,16.7982346663452
Soil Moisture,Weekly,Cumulative,0,1.21404929823222,0.483197510658302,3.05033793847594
Soil Moisture,Weekly,Cumulative,7,1.89457871483291,0.370001095074163,9.70112941416691
Soil Moisture,Weekly,Cumulative,14,3.80039724529561,0.429875398598182,33.5981525557149
Soil Moisture,Weekly,Cumulative,21,9.79908093548042,0.708318889600437,135.56321677975
Soil Moisture,Weekly,Cumulative,28,32.4774336453079,1.50289485027769,701.834659950088
Temperature,Daily,Lag-specific,0,1.03168625275901,0.926797367486762,1.14844577841027
Temperature,Daily,Lag-specific,1,1.02363932237067,0.929137250831233,1.12775315096457
Temperature,Daily,Lag-specific,2,1.01573466818282,0.930362092671014,1.10894126520833
Temperature,Daily,Lag-specific,3,1.00804886888202,0.930193792169534,1.09242023609325
Temperature,Daily,Lag-specific,4,1.00065620222449,0.928408828064012,1.07852575803093
Temperature,Daily,Lag-specific,5,0.993628839906526,0.924932526119987,1.06742734590124
Temperature,Daily,Lag-specific,6,0.987037095682811,0.919924751030656,1.05904556558832
Temperature,Daily,Lag-specific,7,0.980949724444721,0.91379112931756,1.05304410495516
Temperature,Daily,Lag-specific,8,0.975434270545871,0.907099247188952,1.04891721507201
Temperature,Daily,Lag-specific,9,0.970557464338694,0.900456410824435,1.04611592550171
Temperature,Daily,Lag-specific,10,0.966385666660955,0.894418381795487,1.04414363091799
Temperature,Daily,Lag-specific,11,0.962985361886043,0.889450579929448,1.04259958690493
Temperature,Daily,Lag-specific,12,0.960423701129743,0.885924907760155,1.04118721306059
Temperature,Daily,Lag-specific,13,0.958769098297181,0.884128996701197,1.03971048034776
Temperature,Daily,Lag-specific,14,0.95809188286923,0.884271757020737,1.03807460628688
Temperature,Daily,Lag-specific,15,0.958440004432611,0.886413798670569,1.03631875256737
Temperature,Daily,Lag-specific,16,0.959764490683448,0.890264697192686,1.03468988547065
Temperature,Daily,Lag-specific,17,0.961994078974754,0.895342133109222,1.0336077950099
Temperature,Daily,Lag-specific,18,0.965059516758853,0.900998535875538,1.03367523231523
Temperature,Daily,Lag-specific,19,0.968892906554307,0.906410294789739,1.0356827032608
Temperature,Daily,Lag-specific,20,0.973427108881084,0.910657881789507,1.04052285194365
Temperature,Daily,Lag-specific,21,0.978595199136365,0.912945693928668,1.04896553008723
Temperature,Daily,Lag-specific,22,0.98432997560655,0.91286250590826,1.06139259155306
Temperature,Daily,Lag-specific,23,0.990563516906118,0.910458659066305,1.07771623813395
Temperature,Daily,Lag-specific,24,0.99722678811409,0.906087462867654,1.09753341447303
Temperature,Daily,Lag-specific,25,1.00424929575227,0.900191972932505,1.1203350822309
Temperature,Daily,Lag-specific,26,1.0115587925209,0.89317837933446,1.14562915359506
Temperature,Daily,Lag-specific,27,1.01908103337801,0.885377251385217,1.17297587098152
Temperature,Daily,Lag-specific,28,1.02673958511698,0.877047189750009,1.2019811339304
Temperature,Weekly,Lag-specific,0,1.7645810931385,0.837954991759789,3.71588744608189
Temperature,Weekly,Lag-specific,7,1.22245809055175,0.74869385455739,1.99601449118197
Temperature,Weekly,Lag-specific,14,0.846888697247392,0.558856429245638,1.28337159240256
Temperature,Weekly,Lag-specific,21,0.586703520610403,0.324211264144436,1.06171826572716
Temperature,Weekly,Lag-specific,28,0.406453672383926,0.168302143105765,0.981595271134255
Temperature,Daily,Cumulative,0,1.03168625275901,0.926797367486762,1.14844577841027
Temperature,Daily,Cumulative,1,1.05607461667336,0.861351126551882,1.29481875811376
Temperature,Daily,Cumulative,2,1.07269160034302,0.802139229755908,1.43449818530459
Temperature,Daily,Cumulative,3,1.08132555438503,0.747841278221446,1.56352021293461
Temperature,Daily,Cumulative,4,1.08203512261922,0.697330200180225,1.67897504837592
Temperature,Daily,Cumulative,5,1.07514130362625,0.64967558501308,1.77924005369522
Temperature,Daily,Cumulative,6,1.06120434977988,0.604155505891965,1.86401458069824
Temperature,Daily,Cumulative,7,1.04098811449611,0.560271002005904,1.9341644501365
Temperature,Daily,Cumulative,8,1.01541548211044,0.517755023894632,1.99142172209884
Temperature,Daily,Cumulative,9,0.985519075567361,0.476567004772749,2.03800900729643
Temperature,Daily,Cumulative,10,0.952391508849251,0.436866609134273,2.07626210647142
Temperature,Daily,Cumulative,11,0.917139081806391,0.398965745243808,2.10831156660491
Temperature,Daily,Cumulative,12,0.880842111399228,0.363264894784008,2.13585963398852
Temperature,Daily,Cumulative,13,0.844524196888422,0.330185261314577,2.16006346343403
Temperature,Daily,Cumulative,14,0.809131777925453,0.300109704450278,2.18151637331433
Temperature,Daily,Cumulative,15,0.775504264821438,0.273328974175667,2.200304108154
Temperature,Daily,Cumulative,16,0.744301455749189,0.249977119197789,2.21614145649881
Temperature,Daily,Cumulative,17,0.71601359340301,0.23004171556072,2.22861955575431
Temperature,Daily,Cumulative,18,0.690995732442279,0.213401446882706,2.23745016366211
Temperature,Daily,Cumulative,19,0.669500863622622,0.199863660621533,2.24268586394112
Temperature,Daily,Cumulative,20,0.651710290069558,0.189194148390592,2.2449230369731
Temperature,Daily,Cumulative,21,0.637760561089837,0.181135134416781,2.24549773069283
Temperature,Daily,Cumulative,22,0.627766837540379,0.175409815599242,2.24668842487029
Temperature,Daily,Cumulative,23,0.62184292639103,0.171713102316298,2.25194594871551
Temperature,Daily,Cumulative,24,0.620118424196393,0.169689421941376,2.26618050570453
Temperature,Daily,Cumulative,25,0.622753490782237,0.168900976616699,2.29614960227008
Temperature,Daily,Cumulative,26,0.629951769173857,0.168795208226201,2.3510100532799
Temperature,Daily,Cumulative,27,0.641971899908002,0.168688741142532,2.44312642017565
Temperature,Daily,Cumulative,28,0.6591379621683,0.167793007705993,2.58927865416565
Temperature,Weekly,Cumulative,0,1.7645810931385,0.837954991759789,3.71588744608189
Temperature,Weekly,Cumulative,7,2.15712643374181,0.642576790413018,7.24146050802241
Temperature,Weekly,Cumulative,14,1.82684599526952,0.419674715873105,7.95226913655996
Temperature,Weekly,Cumulative,21,1.07181697703764,0.200369608361808,5.73336266741476
Temperature,Weekly,Cumulative,28,0.435643946440387,0.0545131474397829,3.48146560937063
Precipitation,Daily,Lag-specific,0,1.05117070238893,0.936826989719396,1.17947055079168
Precipitation,Daily,Lag-specific,1,1.03033352516497,0.926588721845101,1.14569403668647
Precipitation,Daily,Lag-specific,2,1.01012696661625,0.91527379248994,1.11481012245476
Precipitation,Daily,Lag-specific,3,0.99074343028547,0.902829044443552,1.08721861651981
Precipitation,Daily,Lag-specific,4,0.972360010577306,0.889305111006903,1.06317165893648
Precipitation,Daily,Lag-specific,5,0.955140326803825,0.874915006323209,1.04272190703505
Precipitation,Daily,Lag-specific,6,0.939236644182825,0.86005168236005,1.02571216575623
Precipitation,Daily,Lag-specific,7,0.924792246433383,0.845244576265054,1.01182630812305
Precipitation,Daily,Lag-specific,8,0.911944036813711,0.831077929824873,1.00067863245428
Precipitation,Daily,Lag-specific,9,0.90082535770644,0.818115471553788,0.991897052803242
Precipitation,Daily,Lag-specific,10,0.891569033159984,0.806858652914487,0.985172976727158
Precipitation,Daily,Lag-specific,11,0.884310654271096,0.797737953015942,0.980278461493415
Precipitation,Daily,Lag-specific,12,0.879192144231005,0.791123955401897,0.977064113909726
Precipitation,Daily,Lag-specific,13,0.876365658720276,0.787345885794393,0.9754502838474
Precipitation,Daily,Lag-specific,14,0.87599789879403,0.786710304957327,0.975419177626227
Precipitation,Daily,Lag-specific,15,0.878211877888098,0.789430880579493,0.9769773661471
Precipitation,Daily,Lag-specific,16,0.882900393480539,0.795377948891233,0.980053703896043
Precipitation,Daily,Lag-specific,17,0.889911306597814,0.804328419975094,0.984600461631271
Precipitation,Daily,Lag-specific,18,0.89910579874015,0.816040427200355,0.990626457198407
Precipitation,Daily,Lag-specific,19,0.910354160668134,0.830236171972734,0.99820355438934
Precipitation,Daily,Lag-specific,20,0.923531944775173,0.846578323937902,1.00748061803999
Precipitation,Daily,Lag-specific,21,0.938516408518035,0.864642042835204,1.01870254443025
Precipitation,Daily,Lag-specific,22,0.955183196928736,0.883890231774923,1.03222652190972
Precipitation,Daily,Lag-specific,23,0.973403230540258,0.903671042296072,1.04851633490296
Precipitation,Daily,Lag-specific,24,0.993039781757111,0.923268064450873,1.0680841741653
Precipitation,Daily,Lag-specific,25,1.01394573822738,0.942020550908139,1.09136256006131
Precipitation,Daily,Lag-specific,26,1.03596106639291,0.95947060797293,1.11854946067531
Precipitation,Daily,Lag-specific,27,1.05891050221927,0.975438445567264,1.14952558698686
Precipitation,Daily,Lag-specific,28,1.0826015091018,0.989974409841794,1.18389527634031
Precipitation,Weekly,Lag-specific,0,0.913707015221338,0.691074006337214,1.20806238117616
Precipitation,Weekly,Lag-specific,7,0.8325876641048,0.650956977397049,1.06489713220582
Precipitation,Weekly,Lag-specific,14,0.758670128248457,0.596690402947297,0.964621453024055
Precipitation,Weekly,Lag-specific,21,0.69131502700727,0.531267530662301,0.899577781405672
Precipitation,Weekly,Lag-specific,28,0.629939744259378,0.462439771355827,0.858109760399982
Precipitation,Daily,Cumulative,0,1.05117070238893,0.936826989719396,1.17947055079168
Precipitation,Daily,Cumulative,1,1.08305641534253,0.868336625691885,1.35087149857344
Precipitation,Daily,Cumulative,2,1.09402449150421,0.79566609656558,1.50426113815496
Precipitation,Daily,Cumulative,3,1.0838975775292,0.720189244304462,1.63128506550843
Precipitation,Daily,Cumulative,4,1.05393865995101,0.64346387697169,1.7262611604042
Precipitation,Daily,Cumulative,5,1.0066593160968,0.567158272105121,1.78673754492405
Precipitation,Daily,Cumulative,6,0.945491317886131,0.492957147166821,1.81345140715757
Precipitation,Daily,Cumulative,7,0.874383039851175,0.422452005610977,1.80978120644414
Precipitation,Daily,Cumulative,8,0.797388399083324,0.357026956556568,1.78089706481848
Precipitation,Daily,Cumulative,9,0.718307689835202,0.297756671939013,1.73284425136933
Precipitation,Daily,Cumulative,10,0.640420892537753,0.245334994109718,1.67175058367512
Precipitation,Daily,Cumulative,11,0.56633101848894,0.200048589993588,1.60326459943056
Precipitation,Daily,Cumulative,12,0.497913782489819,0.161800403481468,1.53224670309128
Precipitation,Daily,Cumulative,13,0.436354539977595,0.130175929050161,1.46267659427027
Precipitation,Daily,Cumulative,14,0.382245660149608,0.104536169602748,1.3977147360426
Precipitation,Daily,Cumulative,15,0.335692679014563,0.0841102491079429,1.33978410406744
Precipitation,Daily,Cumulative,16,0.296383198390494,0.0680677312337183,1.29052340508544
Precipitation,Daily,Cumulative,17,0.263754759333324,0.0556075010575274,1.25102857974163
Precipitation,Daily,Cumulative,18,0.237143433561904,0.0460160957650725,1.22211602584969
Precipitation,Daily,Cumulative,19,0.215884511418206,0.0386924119850919,1.20452874036995
Precipitation,Daily,Cumulative,20,0.199376242676894,0.0331504536875162,1.19910534313216
Precipitation,Daily,Cumulative,21,0.187117875220939,0.0290099846880165,1.20693270278292
Precipitation,Daily,Cumulative,22,0.178731850256049,0.0259821088320746,1.22950275139002
Precipitation,Daily,Cumulative,23,0.173978160439676,0.0238541342882163,1.26889535978364
Precipitation,Daily,Cumulative,24,0.172767234473519,0.0224760680752617,1.32801329875312
Precipitation,Daily,Cumulative,25,0.175176601099756,0.0217497765590681,1.41090376213859
Precipitation,Daily,Cumulative,26,0.181476138482388,0.0216210926486425,1.52321574925339
Precipitation,Daily,Cumulative,27,0.192166988941199,0.0220747658454345,1.67286719584228
Precipitation,Daily,Cumulative,28,0.208040272227291,0.0231319760697414,1.87103577912741
Precipitation,Weekly,Cumulative,0,0.913707015221338,0.691074006337214,1.20806238117616
Precipitation,Weekly,Cumulative,7,0.760741189479303,0.452524578403659,1.27888557879424
Precipitation,Weekly,Cumulative,14,0.577151615786146,0.275839755548354,1.20759963313615
Precipitation,Weekly,Cumulative,21,0.398993584854489,0.153149670219324,1.03947909601799
Precipitation,Weekly,Cumulative,28,0.251341916804369,0.0756389103786965,0.835188645984078
Wind Speed,Daily,Lag-specific,0,0.873756812033891,0.781072956189505,0.977438740550119
Wind Speed,Daily,Lag-specific,1,0.886420124902178,0.800849199342659,0.981134324010729
Wind Speed,Daily,Lag-specific,2,0.899179176609187,0.81992111433363,0.986098756957469
Wind Speed,Daily,Lag-specific,3,0.911943799945078,0.83779420874288,0.992656055126183
Wind Speed,Daily,Lag-specific,4,0.924618780679299,0.853985332117977,1.00109434838252
Wind Speed,Daily,Lag-specific,5,0.937103905106229,0.868127715730898,1.01156052623662
Wind Speed,Daily,Lag-specific,6,0.949294111635043,0.880079817264275,1.02395179699293
Wind Speed,Daily,Lag-specific,7,0.961079754774923,0.889964172867991,1.03787806655362
Wind Speed,Daily,Lag-specific,8,0.97234698923984,0.898103306815446,1.05272818873839
Wind Speed,Daily,Lag-specific,9,0.98297828091511,0.904903244174658,1.06778963051692
Wind Speed,Daily,Lag-specific,10,0.992853050065326,0.910757153922835,1.08234909248656
Wind Speed,Daily,Lag-specific,11,1.00184845040125,0.915997244628631,1.09574600082811
Wind Speed,Daily,Lag-specific,12,1.00984028545235,0.920883294404367,1.10739048945619
Wind Speed,Daily,Lag-specific,13,1.01670406111383,0.925607663781696,1.11676597799773
Wind Speed,Daily,Lag-specific,14,1.02231617026854,0.930303089565818,1.12342994849162
Wind Speed,Daily,Lag-specific,15,1.02658860965583,0.935039675040225,1.12710102213551
Wind Speed,Daily,Lag-specific,16,1.02957137152471,0.939803034424679,1.127914222699
Wind Speed,Daily,Lag-specific,17,1.03135381597616,0.944512585986276,1.12617948083546
Wind Speed,Daily,Lag-specific,18,1.03203043816204,0.949023932886698,1.12229711852809
Wind Speed,Daily,Lag-specific,19,1.03169977814918,0.953115757503287,1.11676302049742
Wind Speed,Daily,Lag-specific,20,1.03046340169745,0.956469780787862,1.11018125566206
Wind Speed,Daily,Lag-specific,21,1.02842496346374,0.958652470784465,1.10327562668243
Wind Speed,Daily,Lag-specific,22,1.02568936158466,0.95912222718744,1.09687653632319
Wind Speed,Daily,Lag-specific,23,1.0223619902027,0.957304073113339,1.09184121155148
Wind Speed,Daily,Lag-specific,24,1.01854809432773,0.952757795347732,1.08888137732845
Wind Speed,Daily,Lag-specific,25,1.0143522295043,0.945370498959351,1.08836741429203
Wind Speed,Daily,Lag-specific,26,1.00987782710737,0.935418910227115,1.09026363967294
Wind Speed,Daily,Lag-specific,27,1.0052268647289,0.923447047122327,1.09424904516353
Wind Speed,Daily,Lag-specific,28,1.00049964005155,0.910080481739846,1.0999022062638
Wind Speed,Weekly,Lag-specific,0,1.17721963787055,0.871835127054687,1.58957357048673
Wind Speed,Weekly,Lag-specific,7,1.18076399401057,0.930185452376081,1.4988447798129
Wind Speed,Weekly,Lag-specific,14,1.18431902144764,0.961595953430399,1.45862879264312
Wind Speed,Weekly,Lag-specific,21,1.18788475231074,0.950516454780612,1.48452999174859
Wind Speed,Weekly,Lag-specific,28,1.19146121882561,0.904744898098999,1.5690387853506
Wind Speed,Daily,Cumulative,0,0.873756812033891,0.781072956189505,0.977438740550119
Wind Speed,Daily,Cumulative,1,0.774515622457211,0.625699047526136,0.95872680612515
Wind Speed,Daily,Cumulative,2,0.696428319672026,0.51354880657854,0.944432930674187
Wind Speed,Daily,Cumulative,3,0.635103488231073,0.431287784819164,0.935237340265506
Wind Speed,Daily,Cumulative,4,0.587228612893384,0.370018924226665,0.931945425551935
Wind Speed,Daily,Cumulative,5,0.550294226332504,0.323701711330382,0.935502423791069
Wind Speed,Daily,Cumulative,6,0.522391068724208,0.288162932282883,0.947007397935998
Wind Speed,Daily,Cumulative,7,0.502059480226072,0.260470702386157,0.967723891308054
Wind Speed,Daily,Cumulative,8,0.48817602401714,0.238534466667876,0.999083418653303
Wind Speed,Daily,Cumulative,9,0.479866428872342,0.220846887890141,1.04267618058192
Wind Speed,Daily,Cumulative,10,0.476436847529861,0.206315032697757,1.1002206999464
Wind Speed,Daily,Cumulative,11,0.477317517411848,0.194147396938968,1.17350021695027
Wind Speed,Daily,Cumulative,12,0.482014458034586,0.183775472517545,1.26424889334563
Wind Speed,Daily,Cumulative,13,0.490066056999348,0.174796663697451,1.37396638552884
Wind Speed,Daily,Cumulative,14,0.501002454570175,0.166930813761399,1.50363766778319
Wind Speed,Daily,Cumulative,15,0.514323413271355,0.159988393750904,1.6534235217772
Wind Speed,Daily,Cumulative,16,0.52953266200906,0.153849241929529,1.8225948767615
Wind Speed,Daily,Cumulative,17,0.546135531647057,0.148435864019856,2.00937974725243
Wind Speed,Daily,Cumulative,18,0.563628492021571,0.143693170397913,2.21080150252655
