Predictor,Resolution,Type,lag_days,OR,OR_lo,OR_hi
Runoff,Daily,Lag-specific,27,0.989612982756403,0.920341840701759,1.06409793875424
Runoff,Daily,Lag-specific,28,0.97883662918806,0.903841834071923,1.06005399453994
Runoff,Weekly,Lag-specific,0,0.450157386374701,0,Inf
Runoff,Weekly,Lag-specific,7,0.507477061013352,0,Inf
Runoff,Weekly,Lag-specific,14,0.57209539429924,0,Inf
Runoff,Weekly,Lag-specific,21,0.644941742834345,0,Inf
Runoff,Weekly,Lag-specific,28,0.727063800539245,0,Inf
Runoff,Daily,Cumulative,0,0.972355962599872,0.855348163992772,1.10536990409851
Runoff,Daily,Cumulative,1,0.956338855520978,0.748215615633843,1.22235354016822
Runoff,Daily,Cumulative,2,0.951283361625484,0.668829237327023,1.3530210457337
Runoff,Daily,Cumulative,3,0.956798012101618,0.610319618665041,1.49997215879118
Runoff,Daily,Cumulative,4,0.972733601076842,0.567796610909638,1.66646056084774
Runoff,Daily,Cumulative,5,0.99915353619483,0.537726174417894,1.85653560563856
Runoff,Daily,Cumulative,6,1.03630336880394,0.517505090156585,2.07519634612568
Runoff,Daily,Cumulative,7,1.0845760518494,0.505167173214947,2.32854641911721
Runoff,Daily,Cumulative,8,1.14446871719646,0.499178488979201,2.62392846158058
Runoff,Daily,Cumulative,9,1.21652599293197,0.498294403667854,2.97000223278765
Runoff,Daily,Cumulative,10,1.30126422030079,0.501460968458741,3.37671060668873
Runoff,Daily,Cumulative,11,1.3990706113152,0.507748946201659,3.85505197024769
Runoff,Daily,Cumulative,12,1.51007177895281,0.516311993614171,4.41654814490664
Runoff,Daily,Cumulative,13,1.6339676915252,0.526362107023024,5.07226941553264
Runoff,Daily,Cumulative,14,1.76983060670717,0.537156264636482,5.83126472248675
Runoff,Daily,Cumulative,15,1.91594766303816,0.548005698985351,6.69857166503577
Runoff,Daily,Cumulative,16,2.06992081532252,0.558331130398224,7.67389090171192
Runoff,Daily,Cumulative,17,2.22867158932932,0.567656245780297,8.74997340380903
Runoff,Daily,Cumulative,18,2.38844056534361,0.575584277732448,9.91105656438837
Runoff,Daily,Cumulative,19,2.54485028539151,0.581776787195539,11.1318689875479
Runoff,Daily,Cumulative,20,2.69303843839217,0.585935128648392,12.3775750523567
Runoff,Daily,Cumulative,21,2.82786139127964,0.587785152148652,13.6049711685599
Runoff,Daily,Cumulative,22,2.94415947659826,0.587065662563069,14.7650860481252
Runoff,Daily,Cumulative,23,3.03706607881312,0.583521165048581,15.8070879336646
Runoff,Daily,Cumulative,24,3.10233405228997,0.576899523444287,16.6831071631616
Runoff,Daily,Cumulative,25,3.13664706666726,0.566955321636114,17.3533159410874
Runoff,Daily,Cumulative,26,3.13788159987001,0.553459871884182,17.7904513678333
Runoff,Daily,Cumulative,27,3.10528836958379,0.536218829711843,17.9829862809075
Runoff,Daily,Cumulative,28,3.03957000034029,0.515098060934588,17.9363629717525
Runoff,Weekly,Cumulative,0,0.450157386374701,0,Inf
Runoff,Weekly,Cumulative,7,0.228444547430885,0,Inf
Runoff,Weekly,Cumulative,14,0.130692073437984,0,Inf
Runoff,Weekly,Cumulative,21,0.0842887736177275,0,Inf
Runoff,Weekly,Cumulative,28,0.0612833160892969,0,Inf
Soil Moisture,Daily,Lag-specific,0,1.07644729880759,0.742046091562782,1.56154557012733
Soil Moisture,Daily,Lag-specific,1,1.08137889466123,0.770375271106542,1.51793594326967
Soil Moisture,Daily,Lag-specific,2,1.08625216708702,0.798154609849104,1.47833985538758
Soil Moisture,Daily,Lag-specific,3,1.09098485622396,0.824649025199439,1.44333882674773
Soil Moisture,Daily,Lag-specific,4,1.09549333121568,0.849019029097455,1.41352030709346
Soil Moisture,Daily,Lag-specific,5,1.09969272850241,0.870379564625137,1.38942151938266
Soil Moisture,Daily,Lag-specific,6,1.10349715492156,0.887919070316825,1.37141549452865
Soil Moisture,Daily,Lag-specific,7,1.10681995681439,0.901074506450276,1.35954397559044
Soil Moisture,Daily,Lag-specific,8,1.10957405583292,0.90970683734321,1.35335311865203
Soil Moisture,Daily,Lag-specific,9,1.11167235149565,0.914180148909348,1.35182919751019
Soil Moisture,Daily,Lag-specific,10,1.11302818975394,0.915282676312242,1.35349633861563
Soil Moisture,Daily,Lag-specific,11,1.11355589590631,0.914031257215579,1.35663493290715
Soil Moisture,Daily,Lag-specific,12,1.11317136914306,0.911465546009097,1.35951435850266
Soil Moisture,Daily,Lag-specific,13,1.11179273482966,0.908508110693137,1.36056362147054
Soil Moisture,Daily,Lag-specific,14,1.10934104935992,0.905899534834132,1.35847024584277
Soil Moisture,Daily,Lag-specific,15,1.10576850657545,0.904126049330469,1.35238221599693
Soil Moisture,Daily,Lag-specific,16,1.10114065507123,0.9032508160143,1.34238543796842
Soil Moisture,Daily,Lag-specific,17,1.09555245483084,0.903078483110591,1.32904858628869
Soil Moisture,Daily,Lag-specific,18,1.08909986291806,0.903227873541518,1.31322177509574
Soil Moisture,Daily,Lag-specific,19,1.08187909430965,0.903136172137733,1.29599766991258
Soil Moisture,Daily,Lag-specific,20,1.07398595691517,0.902061640465556,1.27867740286096
Soil Moisture,Daily,Lag-specific,21,1.06551526339368,0.899114249395104,1.26271247206761
Soil Moisture,Daily,Lag-specific,22,1.05656032098605,0.893352833872442,1.24958434064982
Soil Moisture,Daily,Lag-specific,23,1.04721249935397,0.883970868355134,1.24059972795688
Soil Moisture,Daily,Lag-specific,24,1.03756087535888,0.870525357806174,1.23664699761128
Soil Moisture,Daily,Lag-specific,25,1.02769195283001,0.853084354659075,1.23803788469857
Soil Moisture,Daily,Lag-specific,26,1.01768945465869,0.832190766526378,1.2445365507317
Soil Moisture,Daily,Lag-specific,27,1.00763418401172,0.808675888209973,1.2555421320109
Soil Moisture,Daily,Lag-specific,28,0.997603951072234,0.783448848938325,1.27029817523324
Soil Moisture,Weekly,Lag-specific,0,0.0784010402486916,0,Inf
Soil Moisture,Weekly,Lag-specific,7,0.0883074874053741,0,Inf
Soil Moisture,Weekly,Lag-specific,14,0.0994656742705712,0,Inf
Soil Moisture,Weekly,Lag-specific,21,0.112033765751751,0,Inf
Soil Moisture,Weekly,Lag-specific,28,0.126189911852151,0,Inf
Soil Moisture,Daily,Cumulative,0,1.07644729880759,0.742046091562782,1.56154557012733
Soil Moisture,Daily,Cumulative,1,1.16404739014562,0.571877362573364,2.36940018119879
Soil Moisture,Daily,Cumulative,2,1.26444900013767,0.457084312589591,3.49789137345589
Soil Moisture,Daily,Cumulative,3,1.37949471061772,0.378181704242634,5.03198762730558
Soil Moisture,Daily,Cumulative,4,1.51122725592902,0.323163045941042,7.06704509611352
Soil Moisture,Daily,Cumulative,5,1.66188562445979,0.284443296353593,9.70971671398724
Soil Moisture,Daily,Cumulative,6,1.83388605839641,0.257103274261873,13.0808838776406
Soil Moisture,Daily,Cumulative,7,2.02978168795683,0.237858847525817,17.3212547845952
Soil Moisture,Daily,Cumulative,8,2.25219309996164,0.224443119021674,22.5998185269605
Soil Moisture,Daily,Cumulative,9,2.50370079945664,0.215230450633719,29.1246785700766
Soil Moisture,Daily,Cumulative,10,2.78668956850472,0.209006986800959,37.1549241969042
Soil Moisture,Daily,Cumulative,11,3.10313459906903,0.20483348181083,47.0110855647729
Soil Moisture,Daily,Cumulative,12,3.45432059028087,0.201968182408189,59.0802501570395
Soil Moisture,Daily,Cumulative,13,3.84048853604677,0.19982861340365,73.810011210523
Soil Moisture,Daily,Cumulative,14,4.26041158263287,0.197976357396633,91.6832044599536
Soil Moisture,Daily,Cumulative,15,4.71102895312468,0.196115625091982,113.166881969602
Soil Moisture,Daily,Cumulative,16,5.18750550750323,0.194094069856612,138.645211624737
Soil Moisture,Daily,Cumulative,17,5.68318439319364,0.19187036447083,168.335453659651
Soil Moisture,Daily,Cumulative,18,6.18955534356527,0.189474762349832,202.193658279004
Soil Moisture,Daily,Cumulative,19,6.69635052927584,0.186972056151185,239.827872324806
Soil Moisture,Daily,Cumulative,20,7.19178643102372,0.184428996182178,280.442843262923
Soil Moisture,Daily,Cumulative,21,7.66295821332332,0.181887201556,322.842553389114
Soil Moisture,Daily,Cumulative,22,8.09637758957158,0.179341488098942,365.51124208779
Soil Moisture,Daily,Cumulative,23,8.47862781128873,0.176722995137931,406.778583094133
Soil Moisture,Daily,Cumulative,24,8.79709249372288,0.173886811704696,445.052937508231
Soil Moisture,Daily,Cumulative,25,9.04070116410031,0.170605029082716,479.084807628601
Soil Moisture,Daily,Cumulative,26,9.20062623742547,0.166568136176706,508.209583800579
Soil Moisture,Daily,Cumulative,27,9.27086551114499,0.161399985558195,532.521406544659
Soil Moisture,Daily,Cumulative,28,9.24865206377755,0.154693187216205,552.949787486546
Soil Moisture,Weekly,Cumulative,0,0.0784010402486916,0,Inf
Soil Moisture,Weekly,Cumulative,7,0.00692339887432955,0,Inf
Soil Moisture,Weekly,Cumulative,14,0.000688640537279303,0,Inf
Soil Moisture,Weekly,Cumulative,21,7.71509926407093e-05,0,Inf
Soil Moisture,Weekly,Cumulative,28,9.73567696063709e-06,0,Inf
Temperature,Daily,Lag-specific,0,1.01619545724615,0.856799589583944,1.20524475020951
Temperature,Daily,Lag-specific,1,1.01290617087132,0.868555783716927,1.18124699670825
Temperature,Daily,Lag-specific,2,1.00968474414914,0.87842152483136,1.16056272956565
Temperature,Daily,Lag-specific,3,1.00658763392875,0.885752316577035,1.14390743982905
Temperature,Daily,Lag-specific,4,1.00367062981811,0.890019135096034,1.13183491616817
Temperature,Daily,Lag-specific,5,1.00098893941904,0.891018354255027,1.12453222995277
Temperature,Daily,Lag-specific,6,0.998597304235207,0.889032390657052,1.1216650669936
Temperature,Daily,Lag-specific,7,0.996550145863402,0.884799573025865,1.12241486489883
Temperature,Daily,Lag-specific,8,0.994901742283368,0.879302423295944,1.12569856578837
Temperature,Daily,Lag-specific,9,0.993706434313296,0.87353290393404,1.13041245859035
Temperature,Daily,Lag-specific,10,0.993018862597223,0.868355237123978,1.13557956388889
Temperature,Daily,Lag-specific,11,0.992894235838621,0.864470060925854,1.14039688373443
Temperature,Daily,Lag-specific,12,0.993388631393305,0.862431737133281,1.144230819081
Temperature,Daily,Lag-specific,13,0.994559329788207,0.8626786499858,1.14660106690371
Temperature,Daily,Lag-specific,14,0.996465185245111,0.865555284026584,1.14717440206289
Temperature,Daily,Lag-specific,15,0.99914816227479,0.871234915397335,1.14584141720469
Temperature,Daily,Lag-specific,16,1.00257664096727,0.87945930491821,1.14292942878885
Temperature,Daily,Lag-specific,17,1.00670119430426,0.889735695886545,1.13904308807551
Temperature,Daily,Lag-specific,18,1.0114729913747,0.901342039300837,1.13506035186606
Temperature,Daily,Lag-specific,19,1.01684344322637,0.913221191711267,1.13222360301881
Temperature,Daily,Lag-specific,20,1.02276387563424,0.923899214672269,1.13220785199328
Temperature,Daily,Lag-specific,21,1.02918522766878,0.931594916175001,1.13699872601351
Temperature,Daily,Lag-specific,22,1.03605777542027,0.934725883134981,1.14837486944159
Temperature,Daily,Lag-specific,23,1.04333088066648,0.932614202265494,1.16719145377374
Temperature,Daily,Lag-specific,24,1.05095276466449,0.925687517741948,1.19316906881295
Temperature,Daily,Lag-specific,25,1.05887030760365,0.914996281816732,1.22536708684596
Temperature,Daily,Lag-specific,26,1.06702887457643,0.901656338125834,1.26273234162187
Temperature,Daily,Lag-specific,27,1.07537216920618,0.886593955472382,1.30434602578252
Temperature,Daily,Lag-specific,28,1.08384211631476,0.870514406095153,1.3494477803843
Temperature,Weekly,Lag-specific,0,96352692.023778,0,Inf
Temperature,Weekly,Lag-specific,7,8789516.97050969,0,Inf
Temperature,Weekly,Lag-specific,14,801800.208714588,0,Inf
Temperature,Weekly,Lag-specific,21,73142.0824206539,0,Inf
Temperature,Weekly,Lag-specific,28,6672.19110532066,0,Inf
Temperature,Daily,Cumulative,0,1.01619545724615,0.856799589583944,1.20524475020951
Temperature,Daily,Cumulative,1,1.02931064945603,0.74454515522591,1.42299013786763
Temperature,Daily,Cumulative,2,1.03927925974599,0.655195913487394,1.64851666120618
Temperature,Daily,Cumulative,3,1.04612565105894,0.582803664470945,1.87778311036693
Temperature,Daily,Cumulative,4,1.04996559106721,0.522917350339847,2.10822559570578
Temperature,Daily,Cumulative,5,1.05100394342885,0.472185113541249,2.33935644607419
Temperature,Daily,Cumulative,6,1.04952970464862,0.428094569205391,2.57305903923145
Temperature,Daily,Cumulative,7,1.04590898025556,0.388806404647869,2.81354829010586
Temperature,Daily,Cumulative,8,1.04057666672607,0.353044084026974,3.06703850404138
Temperature,Daily,Cumulative,9,1.03402772912198,0.320008133264889,3.34120678022929
Temperature,Daily,Cumulative,10,1.0268090394667,0.289291506260502,3.6445480794072
Temperature,Daily,Cumulative,11,1.01951277659348,0.26078454235315,3.98568984288109
Temperature,Daily,Cumulative,12,1.01277240182818,0.234571587118328,4.37268618294941
Temperature,Daily,Cumulative,13,1.00726224119023,0.210831406241401,4.81226796621506
Temperature,Daily,Cumulative,14,1.00370175575803,0.189756210656416,5.30900786344137
Temperature,Daily,Cumulative,15,1.00284676473761,0.171489809655445,5.86449792885852
Temperature,Daily,Cumulative,16,1.00543074079553,0.156071542776424,6.47709990273353
Temperature,Daily,Cumulative,17,1.01216832754908,0.143444548963171,7.14202617456399
Temperature,Daily,Cumulative,18,1.02378092604079,0.133490213735917,7.85171702997225
Temperature,Daily,Cumulative,19,1.0410249219448,0.126063878192189,8.59669640226348
Temperature,Daily,Cumulative,20,1.06472268380009,0.121023709583956,9.36704384038106
Temperature,Daily,Cumulative,21,1.09579685773091,0.118249199667686,10.1545782701908
Temperature,Daily,Cumulative,22,1.13530885473321,0.117647818533386,10.9558019154419
Temperature,Daily,Cumulative,23,1.18450278723726,0.119148296595107,11.7756350117257
Temperature,Daily,Cumulative,24,1.24485647899979,0.122677617380478,12.6320325288152
Temperature,Daily,Cumulative,25,1.3181415628409,0.128117221438293,13.5617769428875
Temperature,Daily,Cumulative,26,1.40649510833054,0.135234166211307,14.6281708622857
Temperature,Daily,Cumulative,27,1.5125056956233,0.143588621273807,15.9321362584198
Temperature,Daily,Cumulative,28,1.63931737408249,0.152434759609967,17.6295843536266
Temperature,Weekly,Cumulative,0,96352692.023778,0,Inf
Temperature,Weekly,Cumulative,7,846893621697294,0,Inf
Temperature,Weekly,Cumulative,14,6.79039482635945e+20,0,Inf
Temperature,Weekly,Cumulative,21,4.96663618058363e+25,0,Inf
Temperature,Weekly,Cumulative,28,3.31383457474541e+29,0,Inf
Precipitation,Daily,Lag-specific,0,1.09349302764753,0.929908646867825,1.28585426701998
Precipitation,Daily,Lag-specific,1,1.0601725845304,0.914089091210581,1.22960214687753
Precipitation,Daily,Lag-specific,2,1.02818671791497,0.896925679540976,1.17865721877624
Precipitation,Daily,Lag-specific,3,0.997785404395739,0.878324446258458,1.1334942542772
Precipitation,Daily,Lag-specific,4,0.969185505393216,0.858321300637398,1.09436937329501
Precipitation,Daily,Lag-specific,5,0.942575504223758,0.83717918391888,1.06124064982576
Precipitation,Daily,Lag-specific,6,0.918120599108332,0.815429768425281,1.03374375960654
Precipitation,Daily,Lag-specific,7,0.895968056382769,0.793813838107645,1.01126828422643
Precipitation,Daily,Lag-specific,8,0.876252766620631,0.77314917153225,0.993105779947514
Precipitation,Daily,Lag-specific,9,0.859102985202136,0.754204989819005,0.978590634040144
Precipitation,Daily,Lag-specific,10,0.844646278168561,0.737635483249262,0.967181421481212
Precipitation,Daily,Lag-specific,11,0.833015734647969,0.723971870415063,0.95848366839621
Precipitation,Daily,Lag-specific,12,0.824356549944019,0.713647584117707,0.952239924241823
Precipitation,Daily,Lag-specific,13,0.818833130373953,0.70703407694295,0.948310296862974
Precipitation,Daily,Lag-specific,14,0.816636924658264,0.704475043805912,0.946656482126628
Precipitation,Daily,Lag-specific,15,0.817910579627312,0.706203878020703,0.94728694798625
Precipitation,Daily,Lag-specific,16,0.822500048779185,0.712027338581839,0.950112858853389
Precipitation,Daily,Lag-specific,17,0.830203316305457,0.721647520378085,0.955088913828006
Precipitation,Daily,Lag-specific,18,0.84084617228985,0.734751530941233,0.96226037739422
Precipitation,Daily,Lag-specific,19,0.85427427121329,0.750982166840306,0.97177344906538
Precipitation,Daily,Lag-specific,20,0.87034596527367,0.769901287585052,0.983895093414133
Precipitation,Daily,Lag-specific,21,0.888925703427184,0.790951441568481,0.99903592646161
Precipitation,Daily,Lag-specific,22,0.909877842149973,0.813430760501221,1.01776048784456
Precipitation,Daily,Lag-specific,23,0.933060761807312,0.836509896247542,1.04075563137966
Precipitation,Daily,Lag-specific,24,0.958321225785949,0.859322383400774,1.06872529976165
Precipitation,Daily,Lag-specific,25,0.985488960049255,0.881122236813905,1.10221766039038
Precipitation,Daily,Lag-specific,26,1.0143714697459,0.901430847876341,1.1414624660988
Precipitation,Daily,Lag-specific,27,1.04474914760301,0.920075974212846,1.18631592608537
Precipitation,Daily,Lag-specific,28,1.07637076617997,0.937111407048486,1.23632475026195
Precipitation,Weekly,Lag-specific,0,8.05696334625736,0,Inf
Precipitation,Weekly,Lag-specific,7,5.25246621325959,0,Inf
Precipitation,Weekly,Lag-specific,14,3.42416865210749,0,Inf
Precipitation,Weekly,Lag-specific,21,2.23227156197152,0,Inf
Precipitation,Weekly,Lag-specific,28,1.45525435007993,0,Inf
Precipitation,Daily,Cumulative,0,1.09349302764753,0.929908646867825,1.28585426701998
Precipitation,Daily,Cumulative,1,1.15929132928705,0.850399533489383,1.58038231823292
Precipitation,Daily,Cumulative,2,1.19196794696694,0.763948364743329,1.85979531100107
Precipitation,Daily,Cumulative,3,1.18932821999117,0.673429126149255,2.10044614933072
Precipitation,Daily,Cumulative,4,1.15267967197055,0.581923682984619,2.28323827509398
Precipitation,Daily,Cumulative,5,1.08648762301612,0.492498509860982,2.39687091703166
Precipitation,Daily,Cumulative,6,0.997526667367346,0.407967902710449,2.43906308682141
Precipitation,Daily,Cumulative,7,0.893752029351102,0.330670565286564,2.41567521825527
Precipitation,Daily,Cumulative,8,0.783152688391706,0.26229198726686,2.33834109736317
Precipitation,Daily,Cumulative,9,0.672808812466393,0.203764198606683,2.22154677429969
Precipitation,Daily,Cumulative,10,0.568285459368748,0.155263539821613,2.08000129135915
Precipitation,Daily,Cumulative,11,0.473390729425816,0.116306494221229,1.92679509606784
Precipitation,Daily,Cumulative,12,0.390242748484948,0.0859199313800331,1.77245722033336
Precipitation,Daily,Cumulative,13,0.319543691347665,0.0628452385316569,1.62475587754603
Precipitation,Daily,Cumulative,14,0.260951177396107,0.0457329592099055,1.48898121094393
Precipitation,Daily,Cumulative,15,0.213434728758479,0.033291304481638,1.36835681717824
Precipitation,Daily,Cumulative,16,0.175550074815021,0.0243755611224805,1.26429207568632
Precipitation,Daily,Cumulative,17,0.145742254289102,0.0180458138721329,1.17704886217796
Precipitation,Daily,Cumulative,18,0.122546816659885,0.0135744121345829,1.10632579330722
Precipitation,Daily,Cumulative,19,0.104688592491632,0.0104213566604431,1.05165783640045
Precipitation,Daily,Cumulative,20,0.0911152940852713,0.0081979433779011,1.01269262710753
Precipitation,Daily,Cumulative,21,0.0809947268877245,0.00663044531076139,0.989397465200382
Precipitation,Daily,Cumulative,22,0.0736953073261292,0.00552918422777456,0.982242243731232
Precipitation,Daily,Cumulative,23,0.0687621995953421,0.00476445437948572,0.99239906956566
Precipitation,Daily,Cumulative,24,0.0658962754039463,0.00424883764312803,1.02200165712049
Precipitation,Daily,Cumulative,25,0.0649400519189543,0.00392474193629912,1.07451914334351
Precipitation,Daily,Cumulative,26,0.0658733359104049,0.0037559131148393,1.15532395220242
Precipitation,Daily,Cumulative,27,0.068821111542162,0.00372184576551842,1.27257970703119
Precipitation,Daily,Cumulative,28,0.0740770325599938,0.00381425392037143,1.43865795708745
Precipitation,Weekly,Cumulative,0,8.05696334625736,0,Inf
Precipitation,Weekly,Cumulative,7,42.3189277576877,0,Inf
Precipitation,Weekly,Cumulative,14,144.907145818675,0,Inf
Precipitation,Weekly,Cumulative,21,323.47210073749,0,Inf
Precipitation,Weekly,Cumulative,28,470.734181727727,0,Inf
Wind Speed,Daily,Lag-specific,0,0.905546912207662,0.768256782588131,1.06737126022674
Wind Speed,Daily,Lag-specific,1,0.915330183333143,0.791015457804154,1.05918201250641
Wind Speed,Daily,Lag-specific,2,0.925179865568463,0.811826309445564,1.05436073417953
Wind Speed,Daily,Lag-specific,3,0.935056128691286,0.829565896609946,1.05396083346256
Wind Speed,Daily,Lag-specific,4,0.944917447504775,0.843241543063606,1.05885317195715
Wind Speed,Daily,Lag-specific,5,0.954720600095859,0.852423850912916,1.06929366567022
Wind Speed,Daily,Lag-specific,6,0.964420685244703,0.857506088602767,1.08466548574995
Wind Speed,Daily,Lag-specific,7,0.973971160249201,0.859505139820826,1.10368138251614
Wind Speed,Daily,Lag-specific,8,0.98332390039211,0.859617051222384,1.12483331002727
Wind Speed,Daily,Lag-specific,9,0.992429281214956,0.858903034599264,1.14671370170716
Wind Speed,Daily,Lag-specific,10,1.00123628466992,0.858194298150782,1.16812020296538
Wind Speed,Daily,Lag-specific,11,1.00969263009691,0.858115684135706,1.18804402031043
Wind Speed,Daily,Lag-specific,12,1.01774493081637,0.859139198740698,1.20563087532342
Wind Speed,Daily,Lag-specific,13,1.02533887693775,0.861630702828673,1.22015128883935
Wind Speed,Daily,Lag-specific,14,1.03241944475889,0.865881126828057,1.23098873146811
Wind Speed,Daily,Lag-specific,15,1.03894583753725,0.872067750451185,1.23775756273238
Wind Speed,Daily,Lag-specific,16,1.04493653457174,0.880092351752632,1.24065657326572
Wind Speed,Daily,Lag-specific,17,1.05042641697898,0.889736333088252,1.24013779864136
Wind Speed,Daily,Lag-specific,18,1.05545206004252,0.900699957347635,1.23679260997016
Wind Speed,Daily,Lag-specific,19,1.06005154742265,0.912572969100517,1.23136376075301
Wind Speed,Daily,Lag-specific,20,1.06426429676719,0.924790227344069,1.22477342415942
Wind Speed,Daily,Lag-specific,21,1.06813089815385,0.936578073917477,1.2181617820913
Wind Speed,Daily,Lag-specific,22,1.07169296661368,0.946916814529729,1.21291099393944
Wind Speed,Daily,Lag-specific,23,1.07499300981462,0.954584549047991,1.21058943631843
Wind Speed,Daily,Lag-specific,24,1.07807431182751,0.958375857372135,1.21272276725463
Wind Speed,Daily,Lag-specific,25,1.08098083375588,0.957495654512692,1.22039150511056
Wind Speed,Daily,Lag-specific,26,1.08375713188693,0.951885845148191,1.23389745409329
Wind Speed,Daily,Lag-specific,27,1.08644829391655,0.942190674476306,1.25279301454588
Wind Speed,Daily,Lag-specific,28,1.08909989371603,0.929419113431609,1.27621496195919
Wind Speed,Weekly,Lag-specific,0,2.33086825399051,0,Inf
Wind Speed,Weekly,Lag-specific,7,1.5587131470267,0,Inf
Wind Speed,Weekly,Lag-specific,14,1.04235263857335,0,Inf
Wind Speed,Weekly,Lag-specific,21,0.697048732291354,0,Inf
Wind Speed,Weekly,Lag-specific,28,0.466134892558045,0,Inf
Wind Speed,Daily,Cumulative,0,0.905546912207662,0.768256782588131,1.06737126022674
Wind Speed,Daily,Cumulative,1,0.828874421167801,0.608095489800363,1.12981072477911
Wind Speed,Daily,Cumulative,2,0.766857925549164,0.494863235116176,1.1883507123731
Wind Speed,Daily,Cumulative,3,0.717055203120231,0.412939675485418,1.2451411061855
Wind Speed,Daily,Cumulative,4,0.677557972252387,0.352192898881135,1.30350386740111
Wind Speed,Daily,Cumulative,5,0.646878553868532,0.305897414338495,1.36794835078926
Wind Speed,Daily,Cumulative,6,0.623863058191992,0.269499800888581,1.4441758921283
Wind Speed,Daily,Cumulative,7,0.607624626623869,0.239883832069092,1.5391103422654
Wind Speed,Daily,Cumulative,8,0.597491817826083,0.214929419115108,1.66099398509016
Wind Speed,Daily,Cumulative,9,0.592968375296957,0.193237562602814,1.8195815004406
Wind Speed,Daily,Cumulative,10,0.593701453009084,0.173940987956106,2.02644252770397
Wind Speed,Daily,Cumulative,11,0.5994559815811,0.15655510443214,2.29534179135707
Wind Speed,Daily,Cumulative,12,0.610093286501714,0.140851106132497,2.64260486448948
Wind Speed,Daily,Cumulative,13,0.625552365208927,0.126750142439218,3.08730036975016
Wind Speed,Daily,Cumulative,14,0.645832425556609,0.114243209492082,3.65097867746129
Wind Speed,Daily,Cumulative,15,0.670984910278622,0.103335545305357,4.35688173407519
Wind Speed,Daily,Cumulative,16,0.70113664689647,0.0940061321787619,5.22936734261563
Wind Speed,Daily,Cumulative,17,0.736492455812116,0.0861994615633301,6.29262790777004
Wind Speed,Daily,Cumulative,18,0.77733247969267,0.0798348544773969,7.56869650405927
Wind Speed,Daily,Cumulative,19,0.824012497960099,0.0748203306110916,9.0750280204427
Wind Speed,Daily,Cumulative,20,0.87696708166888,0.0710655761249658,10.8219943363078
Wind Speed,Daily,Cumulative,21,0.936715636594341,0.0684918116546403,12.8108187335543
Wind Speed,Daily,Cumulative,22,1.00387155945521,0.0670381022272075,15.0326168910258
Wind Speed,Daily,Cumulative,23,1.07915490916605,0.0666642957047053,17.4692510536038
Wind Speed,Daily,Cumulative,24,1.16340918605447,0.0673507483740733,20.0965982839318
Wind Speed,Daily,Cumulative,25,1.25762303194042,0.0690945926849989,22.8905856305943
Wind Speed,Daily,Cumulative,26,1.36295793009069,0.0719017170640035,25.8360216563885
Wind Speed,Daily,Cumulative,27,1.48078331782707,0.075773039525263,28.9379870214114
Wind Speed,Daily,Cumulative,28,1.61272095406194,0.0806833475592107,32.235510230432
